ID,Date,CustomerID,ProductID,Quantity,UnitPrice,Revenue,Category,SupplierID,FactSales_DateKey,FactSales_CustomerKey,FactSales_ProductKey,FactSales_Quantity,FactSales_Revenue,DimDate_DateKey,DimDate_Date,DimDate_Day,DimDate_Month,DimDate_Year,DimCustomer_CustomerKey,DimCustomer_FirstName,DimCustomer_LastName,DimCustomer_Gender,DimCustomer_Age,DimCustomer_City,DimCustomer_Country,DimProduct_ProductKey,DimProduct_ProductName,DimProduct_Category,DimProduct_SupplierID,DimProduct_UnitPrice,FirstName,LastName,Gender,Age,City,EmployeeID,Shift,HoursWorked,Recency,Frequency,Monetary,ProfitMargin
8830,5/1/2020,7579,211,9,48.5,298.1,Home Decor,305,5/1/2020,3470,275,5,173.16,8830,5/1/2020,Wednesday,July,1994,5572,Andrea,Friedman,Male,49,Karachi,Pakistan,250,describe,Electronics,316,37.69,Justin,Anderson,Female,70,Islamabad,431,Night,7,260,2,886.68,0.42
8831,8/13/2020,8924,256,10,42.45,211.86,Electronics,381,8/13/2020,6672,246,1,190.56,8831,8/13/2020,Monday,August,1995,7406,Kenneth,Rodriguez,Male,26,Faisalabad,Pakistan,268,case,Home Decor,392,11.84,Shelley,Valdez,Female,45,Islamabad,403,Day,6,348,8,785.48,0.18
8832,3/22/2015,4772,224,6,46.66,479.62,Clothing,337,3/22/2015,5187,201,4,226.23,8832,3/22/2015,Thursday,March,1973,5036,John,Perez,Male,56,Faisalabad,Pakistan,224,step,Electronics,305,17,Chad,Carter,Female,38,Islamabad,462,Day,4,251,8,709.12,0.46
8833,8/17/2016,1204,205,6,7,205.19,Electronics,358,8/17/2016,2111,253,6,390.67,8833,8/17/2016,Saturday,July,1979,4666,Seth,Williams,Female,22,Karachi,Pakistan,273,put,Beauty,399,36.32,Ronald,Richardson,Male,44,Islamabad,497,Night,11,124,7,506.21,0.12
8834,7/20/2014,2061,206,2,11.96,222.69,Beauty,320,7/20/2014,9763,280,5,277,8834,7/20/2014,Wednesday,July,1992,4836,Angel,Moore,Female,62,Faisalabad,Pakistan,228,write,Home Decor,334,16.61,Aaron,Gill,Female,30,Lahore,457,Day,12,338,9,808.17,0.27
8835,9/1/2020,1171,205,9,46,100,Home Decor,382,9/1/2020,8995,258,8,394.63,8835,9/1/2020,Sunday,July,2003,2965,Nichole,Campbell,Male,18,Faisalabad,Pakistan,223,figure,Clothing,382,46.48,Amy,Newman,Male,59,Islamabad,498,Night,8,94,9,988.8,0.42
8836,8/30/2021,4088,225,5,9.25,139.92,Beauty,376,8/30/2021,4956,299,10,266.48,8836,8/30/2021,Tuesday,October,2014,7113,Benjamin,Armstrong,Male,45,Karachi,Pakistan,205,yet,Clothing,350,15.49,Mary,Henry,Female,22,Faisalabad,402,Day,9,173,5,748.26,0.41
8837,9/7/2014,3564,234,9,36.75,352.94,Electronics,382,9/7/2014,4321,294,10,88.6,8837,9/7/2014,Wednesday,February,1981,4511,Vanessa,Rice,Female,49,Faisalabad,Pakistan,224,anything,Electronics,353,47.64,Haley,Schwartz,Male,35,Faisalabad,453,Day,5,253,2,315.24,0.17
8838,12/15/2020,4811,278,8,15.08,126.36,Clothing,320,12/15/2020,6690,298,9,338.29,8838,12/15/2020,Thursday,February,2022,2367,Jake,Collins,Male,37,Faisalabad,Pakistan,292,fly,Electronics,347,42.32,John,Jones,Female,67,Faisalabad,471,Day,10,256,8,182.74,0.24
8839,9/28/2020,9441,215,10,6.48,125.3,Beauty,325,9/28/2020,3679,257,6,495.82,8839,9/28/2020,Friday,August,1993,7697,Sheila,Mccoy,Male,44,Islamabad,Pakistan,268,voice,Clothing,361,16.51,Matthew,Thompson,Female,38,Lahore,478,Night,6,271,4,238.84,0.35
8840,5/31/2018,8088,206,9,19.05,388.06,Home Decor,366,5/31/2018,6227,263,10,345.82,8840,5/31/2018,Friday,January,1997,1380,Julie,Thomas,Male,29,Lahore,Pakistan,247,first,Clothing,318,14.42,Jonathan,Garcia,Female,28,Islamabad,463,Day,8,15,4,688.83,0.28
8841,8/29/2014,5004,202,4,14.27,86.44,Beauty,393,8/29/2014,7630,228,1,69.77,8841,8/29/2014,Thursday,April,1991,3846,Kimberly,Woods,Female,43,Karachi,Pakistan,282,care,Electronics,384,6.89,Ashley,Li,Male,28,Lahore,433,Night,11,8,8,437.66,0.3
8842,2/13/2024,5209,267,10,41.84,373.2,Clothing,374,2/13/2024,5132,280,4,177.17,8842,2/13/2024,Thursday,September,2002,5858,Angela,Murillo,Male,28,Faisalabad,Pakistan,278,side,Electronics,302,6.89,Carly,Landry,Male,69,Islamabad,457,Day,11,182,5,242.47,0.48
8843,9/13/2014,5306,254,7,44.3,186.32,Home Decor,395,9/13/2014,7147,203,7,424.51,8843,9/13/2014,Wednesday,February,1985,6267,Michael,Morrison,Male,61,Lahore,Pakistan,216,military,Clothing,387,20.31,Stephanie,Anthony,Male,42,Lahore,417,Day,12,257,5,531.81,0.25
8844,9/19/2021,1384,228,10,10.39,229.08,Home Decor,393,9/19/2021,5759,280,2,63.4,8844,9/19/2021,Saturday,June,2015,8422,Paul,Simpson,Male,37,Lahore,Pakistan,244,manager,Clothing,336,42.95,Keith,Johnson,Male,42,Faisalabad,463,Night,5,151,6,841.82,0.17
8845,12/28/2023,4236,294,9,22.25,276.53,Beauty,319,12/28/2023,5869,279,9,440.39,8845,12/28/2023,Monday,May,2013,6522,Jason,Savage,Male,27,Lahore,Pakistan,211,inside,Beauty,314,11.1,Andrea,Briggs,Male,38,Islamabad,401,Night,6,276,1,707.21,0.27
8846,4/14/2023,6365,209,6,30.25,356.47,Home Decor,373,4/14/2023,8565,253,5,458.49,8846,4/14/2023,Friday,July,2002,2294,Audrey,Trujillo,Female,69,Islamabad,Pakistan,268,democratic,Clothing,382,34.07,Joseph,Costa,Male,26,Islamabad,495,Day,6,109,5,733.11,0.43
8847,5/13/2014,7650,263,6,19.43,79.92,Electronics,346,5/13/2014,9649,221,2,439.55,8847,5/13/2014,Tuesday,January,1995,5760,Kimberly,Cruz,Male,67,Lahore,Pakistan,214,firm,Clothing,304,13.98,Chase,Drake,Female,21,Faisalabad,479,Night,6,164,7,913.37,0.13
8848,4/9/2021,2920,240,4,24.13,313.2,Electronics,354,4/9/2021,7478,275,3,145.3,8848,4/9/2021,Thursday,August,1988,9562,Brooke,Harrison,Male,32,Lahore,Pakistan,246,event,Electronics,339,47.6,Charlene,Klein,Female,60,Lahore,434,Night,6,52,7,948.74,0.27
8849,3/15/2015,8535,258,10,35.75,303.82,Home Decor,316,3/15/2015,4005,277,6,58.52,8849,3/15/2015,Tuesday,January,1990,1485,Danny,Leonard,Female,57,Lahore,Pakistan,260,everything,Clothing,388,16.98,Daniel,Foster,Male,56,Faisalabad,463,Night,8,41,4,354.54,0.26
8850,6/3/2018,8972,233,5,26.95,484.97,Beauty,380,6/3/2018,2732,202,5,426.69,8850,6/3/2018,Sunday,January,1994,4769,Pamela,Mullins,Male,42,Lahore,Pakistan,271,field,Home Decor,300,11.89,Jeffery,Reese,Female,18,Karachi,480,Night,8,290,1,763.34,0.49
8851,3/21/2022,4686,277,5,27.65,407.79,Home Decor,365,3/21/2022,3593,256,7,82.62,8851,3/21/2022,Tuesday,February,1970,6275,Brandi,Stewart,Female,66,Faisalabad,Pakistan,270,also,Beauty,338,27.19,Paula,Cooper,Female,68,Faisalabad,498,Day,5,251,5,712.8,0.17
8852,2/1/2024,9885,242,3,48.08,135.02,Electronics,331,2/1/2024,5688,235,6,465.12,8852,2/1/2024,Wednesday,January,2022,8565,Derrick,Brown,Female,27,Karachi,Pakistan,288,join,Clothing,304,27.75,Maurice,Dennis,Male,22,Islamabad,489,Night,10,230,10,950.93,0.38
8853,10/10/2017,7600,271,3,20.99,127.03,Clothing,377,10/10/2017,4297,295,5,349.7,8853,10/10/2017,Sunday,September,2023,5864,Alec,Anderson,Female,59,Islamabad,Pakistan,272,piece,Beauty,304,43.26,Amanda,Oneill,Female,62,Islamabad,485,Day,12,62,6,295.58,0.25
8854,3/26/2017,3130,233,9,17.86,154.21,Beauty,384,3/26/2017,5367,290,6,285.35,8854,3/26/2017,Friday,May,2013,4260,Sarah,Gross,Female,57,Karachi,Pakistan,202,military,Beauty,301,27.12,Miranda,Meyer,Female,39,Karachi,493,Day,5,134,6,108.78,0.2
8855,10/27/2018,4962,233,3,28.55,491.11,Beauty,301,10/27/2018,7305,279,8,481.53,8855,10/27/2018,Tuesday,July,2005,2590,Edwin,Mora,Female,49,Karachi,Pakistan,254,defense,Home Decor,304,40.06,Rodney,Butler,Male,52,Karachi,468,Day,12,268,4,151.86,0.26
8856,1/11/2019,7296,264,4,16.08,71.55,Clothing,372,1/11/2019,2932,289,4,114.89,8856,1/11/2019,Friday,October,2004,9178,Lisa,Reyes,Female,62,Islamabad,Pakistan,218,consumer,Home Decor,396,44.73,Hannah,Dean,Male,55,Faisalabad,490,Day,4,343,5,380.87,0.23
8857,2/27/2019,3538,288,1,36.69,178.19,Home Decor,381,2/27/2019,1045,249,2,375.36,8857,2/27/2019,Sunday,December,2013,9303,William,Campbell,Female,69,Lahore,Pakistan,270,newspaper,Electronics,322,42.24,Matthew,Singleton,Female,52,Faisalabad,499,Night,9,108,10,122.02,0.12
8858,11/21/2018,7148,204,10,40.79,57.11,Clothing,396,11/21/2018,2868,271,2,82.83,8858,11/21/2018,Monday,May,1973,3273,Sara,Ortega,Male,58,Faisalabad,Pakistan,279,learn,Clothing,362,32.44,Sarah,Frost,Male,54,Faisalabad,495,Night,7,261,9,774.12,0.28
8859,4/6/2021,7609,268,4,11.51,438.52,Clothing,308,4/6/2021,7489,284,8,320.88,8859,4/6/2021,Tuesday,September,1987,6123,David,Morgan,Female,24,Karachi,Pakistan,247,raise,Beauty,341,24.51,Matthew,Mccarty,Male,45,Islamabad,469,Day,12,271,7,566.86,0.42
8860,9/10/2019,8242,201,2,22.5,381.87,Electronics,335,9/10/2019,9679,259,5,65.75,8860,9/10/2019,Monday,August,2012,4186,James,Romero,Female,18,Lahore,Pakistan,207,note,Electronics,375,36.86,Christopher,Booth,Female,51,Faisalabad,495,Day,7,275,2,722.23,0.41
8861,5/24/2019,2221,261,3,23.6,277.96,Beauty,303,5/24/2019,8375,277,6,346.42,8861,5/24/2019,Sunday,October,1977,7796,Elizabeth,Crosby,Female,32,Faisalabad,Pakistan,251,movement,Clothing,371,42.23,Dan,Hunt,Male,40,Karachi,403,Night,9,203,8,755.67,0.2
8862,7/21/2018,6813,241,1,29.04,128.58,Electronics,308,7/21/2018,9015,277,2,326.42,8862,7/21/2018,Friday,December,1990,7709,Samuel,Tucker,Male,19,Islamabad,Pakistan,247,less,Home Decor,382,12.6,Samantha,Bradley,Female,59,Islamabad,446,Day,10,148,3,352.05,0.21
8863,9/4/2019,4581,217,4,9.46,50.52,Electronics,335,9/4/2019,2349,226,9,111.57,8863,9/4/2019,Saturday,August,2008,1346,Jean,Hernandez,Male,36,Karachi,Pakistan,202,action,Beauty,340,36.56,Tiffany,Joseph,Female,49,Lahore,483,Night,6,190,7,543.43,0.4
8864,8/17/2021,4752,262,8,36.56,151.94,Clothing,364,8/17/2021,4940,232,1,243.85,8864,8/17/2021,Friday,June,1986,7634,William,Davis,Female,19,Lahore,Pakistan,295,remember,Beauty,399,24.71,Peter,Johnson,Male,26,Karachi,451,Day,5,361,6,349.63,0.11
8865,5/5/2016,3198,275,9,45.75,59.63,Home Decor,392,5/5/2016,8450,266,2,313.8,8865,5/5/2016,Sunday,January,2018,8622,Frank,Nicholson,Female,70,Karachi,Pakistan,291,avoid,Clothing,325,5.49,Kristin,Gonzalez,Female,50,Lahore,418,Day,4,10,4,774.29,0.28
8866,12/14/2021,1816,243,10,8.6,252.99,Electronics,308,12/14/2021,8593,252,2,155.49,8866,12/14/2021,Wednesday,August,1971,9768,Shaun,Johnson,Female,45,Lahore,Pakistan,269,market,Clothing,344,24.94,Jacqueline,Summers,Female,20,Faisalabad,464,Night,4,177,8,826.25,0.35
8867,1/31/2018,1618,231,7,10.66,234.49,Beauty,337,1/31/2018,5293,207,1,379.1,8867,1/31/2018,Wednesday,August,2004,3770,Jessica,Martinez,Female,39,Islamabad,Pakistan,266,experience,Electronics,383,14.87,Amber,Gordon,Female,19,Karachi,405,Night,9,165,9,711.03,0.15
8868,6/24/2014,6522,203,6,26.63,176.31,Home Decor,328,6/24/2014,7255,254,3,61.83,8868,6/24/2014,Thursday,November,1994,8858,Nicole,Bailey,Female,18,Karachi,Pakistan,279,design,Electronics,392,37.92,Melanie,Swanson,Male,25,Lahore,407,Night,9,36,7,941.63,0.25
8869,9/17/2018,3160,277,10,32.55,78.04,Clothing,329,9/17/2018,5797,222,5,278.37,8869,9/17/2018,Sunday,January,2005,3580,Michael,Golden,Female,25,Karachi,Pakistan,216,hope,Clothing,377,14.49,Daniel,Pruitt,Female,43,Islamabad,452,Night,10,173,1,431.39,0.46
8870,10/27/2017,5456,269,4,23.4,398.09,Clothing,362,10/27/2017,5315,238,2,114.41,8870,10/27/2017,Tuesday,September,2013,2665,Keith,Howell,Male,53,Karachi,Pakistan,269,able,Clothing,337,30.75,Diana,Aguirre,Male,48,Karachi,458,Night,9,13,6,401.79,0.32
8871,6/30/2015,4824,213,8,23.82,187.45,Beauty,349,6/30/2015,9535,288,8,308.84,8871,6/30/2015,Tuesday,December,1991,2381,Amber,Cordova,Male,69,Karachi,Pakistan,254,outside,Home Decor,310,40.49,Margaret,Schultz,Male,46,Karachi,494,Night,7,38,2,697.15,0.44
8872,5/9/2022,6835,278,10,43.81,442.91,Beauty,347,5/9/2022,2740,269,8,225.77,8872,5/9/2022,Saturday,September,2002,5521,Shawn,Gonzalez,Male,55,Lahore,Pakistan,263,create,Beauty,302,9.57,Amanda,Morrow,Male,54,Islamabad,423,Day,10,41,7,669.89,0.14
8873,2/25/2024,6773,218,4,9.4,409.93,Beauty,310,2/25/2024,6721,227,2,460.79,8873,2/25/2024,Sunday,March,1971,8405,Denise,Stewart,Male,44,Faisalabad,Pakistan,269,until,Beauty,303,43.69,Rachel,Mitchell,Female,41,Lahore,450,Day,5,259,6,132.67,0.43
8874,11/25/2022,4631,265,7,19.32,62.9,Clothing,346,11/25/2022,1125,281,2,269.85,8874,11/25/2022,Saturday,April,1988,4100,Melissa,Howard,Female,50,Karachi,Pakistan,210,economic,Electronics,365,39.98,Elizabeth,Thompson,Male,68,Islamabad,449,Day,7,126,7,707.18,0.2
8875,4/11/2023,8448,298,2,40.77,313.8,Beauty,325,4/11/2023,3479,290,8,94.65,8875,4/11/2023,Friday,September,2016,5813,Ashley,Nelson,Male,49,Lahore,Pakistan,260,another,Electronics,329,44.28,Barry,Fischer,Male,51,Islamabad,434,Day,9,360,8,578.08,0.41
8876,2/16/2023,2808,232,6,18.16,205.32,Home Decor,366,2/16/2023,6982,268,7,230.25,8876,2/16/2023,Sunday,July,1972,4649,Ana,Smith,Female,39,Lahore,Pakistan,258,Congress,Beauty,370,27.35,Dominic,Clark,Female,39,Lahore,481,Day,7,159,8,347.29,0.5
8877,9/9/2018,1601,209,7,11.9,204.01,Clothing,369,9/9/2018,9169,243,5,398.45,8877,9/9/2018,Thursday,May,1988,1268,Thomas,Porter,Female,37,Islamabad,Pakistan,241,case,Electronics,394,45.47,Chad,Cabrera,Male,63,Faisalabad,419,Night,4,204,2,780.37,0.4
8878,2/20/2020,5722,223,10,17.76,81.88,Electronics,383,2/20/2020,2681,212,4,117.35,8878,2/20/2020,Thursday,September,2009,2390,Peter,Evans,Male,62,Lahore,Pakistan,225,character,Electronics,360,32.49,Eric,Frost,Female,51,Islamabad,491,Night,4,16,7,909.32,0.37
8879,2/12/2017,3788,277,9,11.8,174.48,Beauty,347,2/12/2017,7684,258,6,202.73,8879,2/12/2017,Wednesday,August,1976,9302,Richard,Tran,Male,44,Islamabad,Pakistan,249,question,Beauty,356,37.7,Karen,Graham,Female,64,Karachi,449,Day,7,216,7,683.26,0.38
8880,11/16/2019,4876,222,7,44.05,170.93,Home Decor,315,11/16/2019,6483,287,5,172.25,8880,11/16/2019,Thursday,April,1987,1947,Jeffrey,Lopez,Female,32,Lahore,Pakistan,236,gas,Beauty,383,46.31,Zachary,Haas,Male,38,Faisalabad,434,Night,9,181,5,751.62,0.27
8881,7/13/2019,8605,290,6,13.48,233.31,Home Decor,387,7/13/2019,4315,229,3,366.92,8881,7/13/2019,Sunday,March,1983,1876,Andrew,Burke,Female,27,Faisalabad,Pakistan,284,chance,Home Decor,363,35.12,Molly,Bond,Female,35,Faisalabad,410,Day,9,237,5,982.53,0.22
8882,10/17/2020,3943,278,5,43.04,499.65,Clothing,323,10/17/2020,1079,242,8,122.84,8882,10/17/2020,Tuesday,November,2004,5306,Paul,Fitzgerald,Male,38,Faisalabad,Pakistan,240,fight,Electronics,325,25.33,Mathew,Jones,Female,40,Islamabad,418,Day,9,297,7,253.23,0.49
8883,1/4/2018,6595,211,9,5.86,242.64,Home Decor,317,1/4/2018,2066,215,9,497.68,8883,1/4/2018,Friday,December,1974,2948,Julia,Neal,Male,50,Faisalabad,Pakistan,200,behind,Home Decor,326,43.61,Todd,Gonzales,Male,47,Faisalabad,438,Night,10,172,7,169.55,0.37
8884,11/8/2015,5137,270,4,25.54,263.48,Home Decor,306,11/8/2015,8740,213,7,312.2,8884,11/8/2015,Thursday,October,2005,1251,Jessica,Webb,Male,27,Karachi,Pakistan,222,herself,Electronics,372,14.46,Lisa,Allen,Female,38,Islamabad,443,Night,4,162,5,534.25,0.16
8885,10/16/2023,4513,260,3,23.25,416.23,Home Decor,350,10/16/2023,9986,252,7,89.47,8885,10/16/2023,Friday,April,2007,8981,Jessica,Davis,Male,66,Faisalabad,Pakistan,256,parent,Beauty,308,40.97,Crystal,Schroeder,Male,48,Karachi,445,Day,9,91,7,470.37,0.31
8886,3/15/2024,1335,240,2,14.71,250.55,Clothing,396,3/15/2024,4509,242,10,209.82,8886,3/15/2024,Sunday,March,1974,3983,Kyle,Wagner,Female,22,Islamabad,Pakistan,222,court,Home Decor,315,44.78,Justin,Gonzalez,Female,53,Karachi,496,Night,6,140,10,723.72,0.13
8887,5/11/2016,5005,253,2,47.43,497.77,Electronics,399,5/11/2016,8956,294,5,85.98,8887,5/11/2016,Thursday,January,2010,2709,Dustin,Levine,Male,42,Karachi,Pakistan,218,toward,Electronics,376,23.29,Jesse,Long,Male,18,Karachi,464,Night,5,198,7,923.36,0.38
8888,12/25/2021,2387,283,10,35.72,194.96,Clothing,363,12/25/2021,3453,230,8,244.42,8888,12/25/2021,Wednesday,June,1992,4621,Cathy,Clark,Male,54,Lahore,Pakistan,215,share,Clothing,361,21.25,Justin,Torres,Male,63,Islamabad,458,Night,11,321,5,951.86,0.23
8889,6/17/2020,4564,252,8,28.8,147.6,Electronics,332,6/17/2020,7455,257,1,293.96,8889,6/17/2020,Thursday,October,2013,9135,Glenn,Barron,Female,63,Faisalabad,Pakistan,227,outside,Home Decor,371,23.91,Angela,Norton,Male,39,Karachi,489,Day,8,71,2,396.59,0.26
8890,8/17/2021,2645,299,9,19.34,233.37,Home Decor,367,8/17/2021,3774,294,10,279.57,8890,8/17/2021,Monday,September,2023,7574,Stephen,Martinez,Female,30,Karachi,Pakistan,211,never,Electronics,310,6.35,Hannah,Roy,Male,31,Lahore,423,Night,6,355,6,999.98,0.11
8891,11/3/2020,1554,260,3,35.91,208.43,Home Decor,373,11/3/2020,8565,281,9,406.62,8891,11/3/2020,Wednesday,July,2003,4894,Tiffany,Rios,Male,51,Faisalabad,Pakistan,203,lose,Clothing,359,40.47,Teresa,Williams,Male,43,Karachi,455,Day,12,308,5,108.87,0.17
8892,11/28/2017,7614,299,8,40.62,255.17,Beauty,393,11/28/2017,3000,252,7,80.4,8892,11/28/2017,Wednesday,January,1993,6137,Austin,Jackson,Female,43,Lahore,Pakistan,236,read,Electronics,323,15.94,Michelle,Rivera,Male,47,Karachi,404,Night,10,126,10,880.94,0.45
8893,10/9/2015,6652,294,2,21.54,391.05,Electronics,361,10/9/2015,1073,230,7,254.68,8893,10/9/2015,Monday,December,1972,2311,Andrea,Wilson,Female,28,Karachi,Pakistan,223,reality,Clothing,387,29.98,Jessica,Smith,Female,42,Faisalabad,431,Night,6,147,1,221.68,0.36
8894,7/30/2018,2610,225,9,6.35,345.63,Beauty,374,7/30/2018,9281,257,3,129.65,8894,7/30/2018,Thursday,January,1994,2543,Joseph,Gray,Female,32,Lahore,Pakistan,291,there,Electronics,355,13.67,Steven,Rich,Female,68,Karachi,482,Day,6,33,7,414.26,0.43
8895,2/18/2020,4729,261,2,12.39,126.72,Clothing,374,2/18/2020,3121,269,6,293.4,8895,2/18/2020,Friday,April,1999,1306,Tonya,Rowland,Female,22,Islamabad,Pakistan,237,three,Home Decor,318,30.94,Wendy,Perry,Male,62,Lahore,483,Day,7,15,2,999.85,0.16
8896,3/22/2022,7771,227,1,32.09,50.94,Clothing,310,3/22/2022,2034,237,1,331.1,8896,3/22/2022,Thursday,November,1996,7010,Cindy,Henry,Female,34,Faisalabad,Pakistan,290,writer,Clothing,307,10.58,Ashley,Jennings,Female,43,Lahore,446,Night,5,125,5,533.48,0.22
8897,7/4/2015,1984,238,7,14.48,191.82,Beauty,337,7/4/2015,3335,209,4,194.16,8897,7/4/2015,Monday,June,1976,2938,Kimberly,Andrews,Male,49,Islamabad,Pakistan,246,I,Beauty,316,21.15,Sheri,Rowe,Female,29,Islamabad,441,Night,8,316,5,607.7,0.3
8898,8/13/2015,3468,224,2,13.15,420.17,Beauty,391,8/13/2015,6009,216,5,89.37,8898,8/13/2015,Thursday,February,2003,5856,Isaac,Collins,Male,64,Lahore,Pakistan,203,machine,Beauty,363,36.71,Dustin,Barker,Male,23,Lahore,421,Day,10,299,10,218.5,0.43
8899,6/18/2019,2809,220,6,33.25,419.52,Beauty,301,6/18/2019,1651,254,6,454.29,8899,6/18/2019,Friday,December,2020,9255,Sara,Harrington,Female,41,Lahore,Pakistan,297,positive,Beauty,376,10.23,Matthew,Baker,Female,57,Lahore,411,Night,9,75,4,813.4,0.26
8900,2/27/2022,7438,254,9,48.7,418.79,Home Decor,387,2/27/2022,6487,282,8,371.35,8900,2/27/2022,Sunday,March,2018,1767,Andrew,Shah,Female,42,Faisalabad,Pakistan,296,benefit,Beauty,314,34.97,Judith,Sanchez,Female,44,Karachi,435,Day,4,142,9,112.67,0.34
8901,9/9/2022,4125,250,2,48.19,349.77,Electronics,360,9/9/2022,7743,255,8,74.33,8901,9/9/2022,Saturday,September,1995,2477,Grace,Powell,Male,46,Karachi,Pakistan,219,herself,Electronics,398,24.07,Robert,Strickland,Female,47,Faisalabad,420,Night,4,331,7,252.38,0.14
8902,6/2/2015,5875,256,8,48.37,90.16,Beauty,399,6/2/2015,3909,266,1,53.36,8902,6/2/2015,Thursday,August,1978,4513,Michael,May,Female,19,Islamabad,Pakistan,293,enough,Clothing,368,6.6,Donald,Henderson,Male,26,Faisalabad,473,Day,6,124,10,734.47,0.11
8903,2/24/2024,3331,250,6,26.31,383.76,Home Decor,399,2/24/2024,6739,258,4,153.85,8903,2/24/2024,Sunday,October,2009,8559,Brittany,Sandoval,Male,69,Karachi,Pakistan,274,mention,Beauty,322,49.76,Michael,Sweeney,Female,34,Karachi,476,Day,8,107,10,171.42,0.23
8904,11/23/2020,9839,200,3,11.69,263.23,Beauty,303,11/23/2020,3296,266,1,400.44,8904,11/23/2020,Thursday,October,1987,5152,Kelly,Vazquez,Male,69,Karachi,Pakistan,200,religious,Clothing,369,14.53,Cody,Perez,Male,42,Karachi,449,Night,5,9,9,238.33,0.28
8905,12/12/2016,9061,257,4,29.29,476.98,Home Decor,392,12/12/2016,6482,230,6,244.75,8905,12/12/2016,Friday,January,1994,9054,Amber,Guzman,Female,59,Faisalabad,Pakistan,201,reality,Home Decor,392,36.8,Alison,Collier,Male,67,Karachi,444,Day,8,332,6,260.15,0.13
8906,12/22/2015,2648,252,2,34.99,411.15,Clothing,362,12/22/2015,5744,257,1,446.94,8906,12/22/2015,Tuesday,April,1995,5691,Ryan,Walters,Female,53,Faisalabad,Pakistan,220,improve,Home Decor,363,25.1,Ronald,Mendoza,Male,51,Faisalabad,451,Day,6,165,10,749.25,0.36
8907,7/9/2022,8706,217,3,28.83,281.6,Electronics,390,7/9/2022,6737,254,1,94.72,8907,7/9/2022,Thursday,September,2018,3285,Rose,Roberts,Female,52,Lahore,Pakistan,253,own,Home Decor,354,48.59,Nicholas,Nunez,Male,39,Faisalabad,412,Day,4,304,6,406.73,0.3
8908,4/20/2015,2681,228,5,48.23,65.73,Clothing,332,4/20/2015,1023,228,2,400.83,8908,4/20/2015,Sunday,October,1991,9060,David,Keller,Female,48,Faisalabad,Pakistan,254,food,Beauty,318,33.95,Teresa,Gibson,Female,28,Lahore,431,Day,11,197,9,314.66,0.12
8909,1/3/2018,7770,225,2,27.28,138.94,Beauty,322,1/3/2018,8720,295,7,235.3,8909,1/3/2018,Tuesday,August,1995,3962,William,Jones,Female,38,Karachi,Pakistan,212,shake,Home Decor,341,32.13,Rebecca,Jackson,Male,49,Karachi,479,Day,5,232,1,772.27,0.33
8910,6/13/2021,7188,210,8,34.77,182.35,Clothing,330,6/13/2021,2713,238,4,394.05,8910,6/13/2021,Saturday,July,2018,6885,Ryan,Oneill,Male,63,Islamabad,Pakistan,214,whose,Home Decor,307,41.71,Jeremy,Ortiz,Male,51,Faisalabad,401,Day,6,123,3,706.21,0.5
8911,12/27/2018,7609,243,7,37.32,331.92,Beauty,316,12/27/2018,3379,281,9,418.82,8911,12/27/2018,Sunday,July,1999,2177,Karen,Trevino,Female,38,Karachi,Pakistan,251,up,Beauty,350,33.89,Miguel,Dillon,Male,66,Karachi,486,Day,9,194,1,111.34,0.22
8912,4/10/2023,7893,211,1,27.42,350.35,Home Decor,346,4/10/2023,1732,264,6,351.45,8912,4/10/2023,Thursday,January,1977,5973,Crystal,Blackwell,Female,31,Faisalabad,Pakistan,282,book,Electronics,349,19.07,Richard,Le,Male,56,Islamabad,416,Day,4,134,5,309.23,0.29
8913,9/2/2014,5786,261,7,31.32,109.58,Electronics,364,9/2/2014,1302,224,2,369.08,8913,9/2/2014,Thursday,August,1995,1540,Laurie,Carlson,Male,48,Faisalabad,Pakistan,241,five,Beauty,319,33.04,Jennifer,Nichols,Male,56,Faisalabad,457,Night,10,11,1,200.19,0.28
8914,12/5/2020,4937,282,8,26.16,279.72,Electronics,332,12/5/2020,1763,246,4,434.04,8914,12/5/2020,Sunday,October,1973,1805,Laura,Gross,Male,52,Faisalabad,Pakistan,280,work,Electronics,329,7.21,Mike,Brown,Female,42,Faisalabad,475,Night,10,311,2,720.04,0.31
8915,4/14/2017,9031,284,4,6.23,151.09,Clothing,352,4/14/2017,6472,261,8,325.18,8915,4/14/2017,Wednesday,April,2021,7901,Donald,Jones,Male,38,Faisalabad,Pakistan,263,decide,Clothing,394,8.33,Ricardo,Jackson,Female,18,Islamabad,472,Day,7,334,7,950.76,0.39
8916,10/7/2020,5295,205,1,33.62,344.51,Home Decor,398,10/7/2020,8061,234,10,54.06,8916,10/7/2020,Tuesday,September,1981,1586,Oscar,Perez,Female,20,Islamabad,Pakistan,227,increase,Home Decor,388,39.16,Robert,Thornton,Male,60,Faisalabad,484,Day,8,18,2,608.67,0.18
8917,4/9/2022,4525,279,6,16.63,396.01,Clothing,321,4/9/2022,8835,268,2,377.62,8917,4/9/2022,Wednesday,June,2015,5139,James,Gardner,Male,23,Karachi,Pakistan,260,miss,Electronics,345,27.29,Stephen,Jones,Male,20,Lahore,457,Night,5,288,3,499.92,0.14
